Name,Type,State,County,Latitude,Longitude
Bussere National SSS,SEC,Western Bahr el Ghazal,Wau,7.709833,27.993299
Bor Bright Star Primary,PRI,Jonglei,Bor,6.4997,31.049101
Buong Primary School,PRI,Jonglei,Akobo,8.162167,32.382
Betalado Primary School,PRI,Eastern Equatoria,Budi,4.384568525,32.86773956
Buoth Primary School,PRI,Unity,Leer,8.396233667,30.14911667
Bakitha Primary School,PRI,Warrap,Tonj South,7.212461167,28.65363917
Bitkalau Primary School,PRI,Western Equatoria,Mvolo,6.84119,30.75797
Botoy Primary School,PRI,Lakes,Yirol West,6.62905,30.68885
Bitti Primary School,PRI,Western Equatoria,Mundri West,5.5689,30.436234
Biatu Primary School,PRI,Western Equatoria,Ezo,4.964383,27.949051
Bura Primary School,PRI,Central Equatoria,Terekeka,5.3826,31.680367
Buluk Model Primary School,PRI,Central Equatoria,Juba,4.84735,31.593834
Bunagok Central Primary School,PRI,Lakes,Awerial,6.216033,30.994833
Burung Primary School,PRI,Eastern Equatoria,Ikotos,4.4768195,33.11641117
Buluk Primary School,PRI,Warrap,Gogrial West,7.755077667,28.191147
Buol Akop Primary,PRI,Northern Bahr el Ghazal,Aweil North,9.114167,27.252617
Abulu Primary School,PRI,Western Bahr el Ghazal,Raja,7.722483,26.697701
Abuongo Primary,PRI,Western Bahr el Ghazal,Jur River,7.298895286,28.38646386
Bunagok Comboni Primary School,PRI,Lakes,Awerial,6.211733,30.993851
Buny Primary School.,PRI,Upper Nile,Maban,9.9654,33.807117
Burmath Primary School,PRI,Jonglei,Akobo,7.668583,33.041382
Bulic Awan Rup Primary School,PRI,Warrap,Gogrial West,8.529767,28.1131
Abuyei Primary,PRI,Northern Bahr el Ghazal,Aweil North,8.93885,27.345133
Boaw Primary,PRI,Unity,Koch,8.83335,29.729733
Bow Primary School,PRI,Unity,Leer,8.3327,30.197933
Obwud Primary School,PRI,Upper Nile,Manyo,11.012,32.52
Bawkuman Primary,PRI,Upper Nile,Maban,9.9654,33.807117
Obwodi Primary School,PRI,Jonglei,Pochalla,7.08465,34.166832
Bor Secondary School,SEC,Jonglei,Bor,6.499701435,31.04911048
Beyo Abiro Primary School,PRI,Eastern Equatoria,Magwi,3.76308,32.166531
Majook Abyei Primary School,PRI,Northern Bahr el Ghazal,Aweil South,8.6409066,28.1769034
Bun-Agany Primary School,PRI,Lakes,Yirol East,6.6703,30.512617
Libya 1 Primary School,PRI,Central Equatoria,Juba,4.853290368,31.55675447
Kotome Primary School,PRI,Eastern Equatoria,Kapoeta South,4.69700825,33.6108095
Thoanoum Primary School,PRI,Unity,Panyinjiar,7.479694241,30.36610872
Nyinalel Primary School,PRI,Northern Bahr el Ghazal,Aweil West,8.720585,27.29911044
Bazungua 1 Primary School,PRI,Western Equatoria,Yambio,4.612633,28.484301
Christ Brigh Academy Primary School,PRI,Eastern Equatoria,Torit,4.4061983,32.575492
Kings Academy Primary School,PRI,Central Equatoria,Juba,4.698508,31.293958
Cuei Ajai Primary School,PRI,Warrap,Tonj South,7.2683,28.674917
Chuom Akot Primary School,PRI,Northern Bahr el Ghazal,Aweil East,9.053334667,27.76141083
Rokon Camp Primary School,PRI,Central Equatoria,Juba,4.860833,32.415184
Comboni Mapuordit Primary School,PRI,Lakes,Yirol West,6.339183,30.072149
Pacaweng Primary School,PRI,Warrap,Tonj North,8.33152075,29.10295875
Comboni Secondary School,SEC,Central Equatoria,Juba,4.8330266,31.6651966
Cueibet Boys Primary School,PRI,Lakes,Cueibet,7.013317,29.246651
Chuil Buong Primary School,PRI,Jonglei,Ayod,8.1773804,31.35943567
Cueicok Primary School,PRI,Lakes,Cueibet,7.015183,29.958834
Panthoi primary,PRI,Warrap,Gogrial West,7.755077667,28.191147
Chief Charles Memorial Primary School,PRI,Central Equatoria,Yei River,4.517129816,30.60963066
Chelkou Community Secondary,SEC,Northern Bahr el Ghazal,Aweil West,8.720585,27.29911044
Woro Primary School,PRI,Central Equatoria,Kajo-Keji,3.86365,31.235332
City Dove Academy Nursery and P/S,PRI,Central Equatoria,Juba,4.853290368,31.55675447
Cueibet Secondary,SEC,Lakes,Cueibet,7.118477833,29.23402167
Cueicok Primary School,PRI,Lakes,Rumbek East,6.7251,29.746483
Aciek Primary School,PRI,Lakes,Rumbek North,7.705133,29.639133
Acemenyi Primary School,PRI,Lakes,Cueibet,6.849517,29.225967
Awerial Complex Primary School,PRI,Lakes,Awerial,6.15245,31.176617
St. Peter Clever,PRI,Eastern Equatoria,Torit,4.41181,32.62706
Chinese Friendship secondary,SEC,Central Equatoria,Juba,4.853290368,31.55675447
Community Girls School Madoro,PRI,Western Equatoria,Ezo,5.05355,27.496918
CGS Nakorokpe Primary School,PRI,Western Equatoria,Ezo,5.082017,27.5009
Achana Primary School,PRI,Western Bahr el Ghazal,Jur River,7.298895286,28.38646386
Achot Primary,PRI,Western Bahr el Ghazal,Jur River,7.706467,28.153168
Achel Primary School,PRI,Warrap,Twic,9.119783,28.037399
Achot Primary School,PRI,Warrap,Gogrial East,8.213988071,28.29979786
Achiir Primary School,PRI,Warrap,Tonj North,7.8674835,28.79580825
Chahari Primary School,PRI,Eastern Equatoria,Ikotos,4.288367,33.141048
Charet Primary School,PRI,Eastern Equatoria,Budi,4.384568525,32.86773956
Chalamini Primary School,PRI,Eastern Equatoria,Torit,4.496217,32.907417
Chiban Primary School,PRI,Jonglei,Akobo,7.646933,33.066666
Chiir Primary School,PRI,Warrap,Tonj South,8.1069166,28.6594268
Cholgeah Primary School,PRI,Unity,Mayom,9.223717,29.1651
Chono Primary School,PRI,Western Bahr el Ghazal,Jur River,7.301533,28.437851
Achorou Primary,PRI,Northern Bahr el Ghazal,Aweil West,8.708385,27.288745
Chrokol Primary School,PRI,Eastern Equatoria,Ikotos,4.2364,33.172901
Chitcok Primary School,PRI,Lakes,Cueibet,7.196517,29.221783
Mayom Primary School,PRI,Lakes,Rumbek North,7.759817,29.723833
Chiwel Primary School,PRI,Northern Bahr el Ghazal,Aweil North,9.215883,27.268999
Chuaidok Primary School,PRI,Jonglei,Uror (Wunror),8.1912,32.006332
Chief Monydong Primary,PRI,Upper Nile,Renk,11.7342,32.826401
Panruel Primary School,PRI,Warrap,Twic,9.2677634,28.6625164
Chuil Primary,PRI,Jonglei,Nyirol (Diror),8.38645,32.109169
Central Imurok Primary School,PRI,Eastern Equatoria,Torit,4.307355667,32.38353533
Christian Missionary Fellowship Primary,PRI,Central Equatoria,Yei River,4.517129816,30.60963066
Clement Kathinya Primary School,PRI,Jonglei,Pibor,6.8029632,33.1299904
Chukudum Primary School,PRI,Eastern Equatoria,Budi,4.384568525,32.86773956
Christ The King Primary School,PRI,Unity,Mayom,9.02615,28.846201
Chuei Keer Primary School,PRI,Jonglei,Bor,6.063306,31.73462675
Nyinapor Primary School,PRI,Warrap,Twic,9.218367,28.473167
Comboni Basic School,PRI,Upper Nile,Renk,11.743583,32.813583
Comboni Co.Educ Primary,PRI,Western Bahr el Ghazal,Raja,8.4632,25.676001
Comboni Comprehensive College - Lomin,SEC,Central Equatoria,Kajo-Keji,3.785493955,31.58015764
St Daniel Comboni Primary School,PRI,Western Equatoria,Nzara,4.638967,28.251984
Cum-Nyiel Primary School,PRI,Lakes,Cueibet,6.959317,29.386482
Comprehensive Academy,SEC,Western Equatoria,Mundri West,5.386698222,30.26264278
Comprehensive Primary School,PRI,Central Equatoria,Juba,4.9349,30.587566
Community Girls School Ezo II,PRI,Western Equatoria,Ezo,5.0469,27.458967
Achimoro Primary School,PRI,Eastern Equatoria,Torit,4.41178,32.627029
Rumbek Complex Primary,PRI,Lakes,Rumbek Centre,6.807861,29.6728335
CMS (El Nahari) Primary School,PRI,Central Equatoria,Juba,4.98589713,31.67994678
Cingili Primary School,PRI,Eastern Equatoria,Magwi,3.77148696,32.1434993
Acongchong (SC-UK),PRI,Western Bahr el Ghazal,Jur River,7.927683,28.178583
Comboni Primary School,PRI,Warrap,Tonj North,8.690844667,28.57242767
Mosso Centre Primary School,PRI,Western Equatoria,Ezo,5.27295,27.6513
AIC Modern Nursery and Primary School,PRI,Central Equatoria,Juba,4.853290368,31.55675447
Malual Baai Comboni Primary School,PRI,Northern Bahr el Ghazal,Aweil East,9.06215,27.757401
Chukudum Progressive Academy,SEC,Eastern Equatoria,Budi,4.384568525,32.86773956
 BISHOP ABANGITE COLLEGE OF SCI & TECHNOLOGY,SEC,Western Equatoria,Yambio,4.573933,28.391582
Cuei Primary School,PRI,Lakes,Cueibet,7.308046,29.290721
Cuei-Adukan Primary School,PRI,Lakes,Rumbek Centre,6.769583,29.710068
Chawiu Primary School,PRI,Warrap,Gogrial West,8.458972208,28.18325852
Cornerstone Primary,PRI,Eastern Equatoria,Torit,4.4061983,32.575492
Comprehensive Secondary School,SEC,Central Equatoria,Juba,4.853290368,31.55675447
Choroi Primary School,PRI,Eastern Equatoria,Kapoeta North,4.821317,33.569801
CRM Primary School,PRE,Northern Bahr el Ghazal,Aweil West,8.70836,27.288719
Cornerstone Primary,PRI,Eastern Equatoria,Magwi,3.5798,32.086601
Correctional Primary School,PRI,Western Equatoria,Yambio,4.593796629,28.46359406
Chief Shoum Alinj Primary,PRI,Upper Nile,Renk,11.73422268,32.82643359
ECS Naandi Primary School,PRI,Western Equatoria,Ezo,5.271056125,28.03358125
Chuidok Primary School,PRI,Jonglei,Uror (Wunror),8.059691722,31.98400461
Chukudum Secondary School,SEC,Eastern Equatoria,Budi,4.384568525,32.86773956
Chotbora Primary School,PRI,Jonglei,Old Fangak,9.0778165,30.919724
Wicthiep Primary School,PRI,Unity,Mayom,9.048005667,29.09198833
Christ The King Primary School,PRI,Central Equatoria,Yei River,4.090517,30.68675
Chum Thong Primary School,PRI,Warrap,Tonj South,7.4034,28.807133
Catte Primary School.,PRI,Upper Nile,Maban,9.9654,33.807117
City On The Hill Primary,PRI,Eastern Equatoria,Budi,4.384568525,32.86773956
Acuanic primary,PRI,Warrap,Twic,9.135332444,28.18868711
Cum-Guer Primary School,PRI,Lakes,Yirol West,6.544966667,30.27968333
Cueibet Girls Primary School,PRI,Lakes,Cueibet,7.1667,29.243616
Chumich Primary School,PRI,Northern Bahr el Ghazal,Aweil West,8.84,27.3897
Chuomator Primary School,PRI,Northern Bahr el Ghazal,Aweil East,9.2908534,27.692356
Chelkou Upper Primary School,PRI,Northern Bahr el Ghazal,Aweil West,8.720585,27.29911044
Covenant Christian Primary,PRI,Eastern Equatoria,Magwi,4.115011,32.3561355
Oza Primary School,PRI,Western Equatoria,Maridi,5.020025167,29.789614
Ombasi Primary School,PRI,Central Equatoria,Yei River,3.88815,30.608583
Mayomlach Primary School,PRI,Northern Bahr el Ghazal,Aweil South,8.638222333,27.63321133
Dangji Basic School,PRI,Upper Nile,Maban,9.931767,33.693184
Dier Akok Basic School,PRI,Western Bahr el Ghazal,Wau,7.71655,28.000467
Diima Primary School,PRI,Western Equatoria,Nagero,6.3797,27.768499
IDP Baikpa Primary School,PRI,Western Equatoria,Ezo,5.1063,27.482468
Dak Oloyo Primary,PRI,Eastern Equatoria,Magwi,3.76308,32.166531
Adama Primary School,PRI,Warrap,Tonj South,7.442033,28.942017
Dreamland Primary School,PRI,Central Equatoria,Yei River,4.517129816,30.60963066
Duarbek Primary School,PRI,Jonglei,Twic East,7.253628,31.393933
Kediba Secondary School,SEC,Western Equatoria,Mundri East,5.665597167,30.65709183
Debel Primary School,PRI,Lakes,Cueibet,6.935483333,29.43480583
Diabio Primary School,PRI,Western Equatoria,Ezo,4.972783,28.023718
Dablual Primary School,PRI,Unity,Mayiandit,8.321233,30.012716
Don Bosco Primary School,PRI,Warrap,Tonj South,7.21455,28.68125
Don Bosco Senior Secondary School,SEC,Central Equatoria,Juba,4.698508,31.293958
Don Bosco VTC,SEC,Western Bahr el Ghazal,Wau,7.950166207,28.06916507
Decom Primary School,PRI,Unity,Panyinjiar,7.401283,30.472767
Udici Primary School,PRI,Western Bahr el Ghazal,Jur River,8.275667,27.854868
Duony Centre Primary School,PRI,Lakes,Cueibet,6.963525,29.380016
Adicin Primary,PRI,Western Bahr el Ghazal,Jur River,7.298895286,28.38646386
Medic Lower Primary School,PRI,Northern Bahr el Ghazal,Aweil Centre,10.32605,32.563232
Dimo 2 Primary School,PRI,Central Equatoria,Lainya,4.203930667,30.72064167
Ducuum Primary,PRI,Jonglei,Bor,6.499701435,31.04911048
Dodo Primary School,PRI,Central Equatoria,Yei River,3.98,30.694668
Duduma Primary,PRI,Western Equatoria,Yambio,4.593796629,28.46359406
Dhak Primary School,PRI,Warrap,Tonj North,8.11195,28.62774175
Don Bosco Secondary School,SEC,Western Equatoria,Maridi,4.993398333,29.41142376
Deng Dor Primary,PRI,Jonglei,Nyirol (Diror),8.5115,32.073799
Dudulabe Primary School,PRI,Central Equatoria,Morobo,3.597883,30.883932
Degere RCC Primary School,PRI,Western Equatoria,Ezo,4.959580667,27.70876417
Adeer Primary School,PRI,Warrap,Gogrial West,8.855717,28.329849
Deng Nhial Primary School,PRI,Lakes,Rumbek Centre,6.825217,29.678734
Kudek Primary School,PRI,Unity,Mayom,9.088242429,29.14095971
Demi Zubier Primary School,PRI,Western Bahr el Ghazal,Raja,7.711333,26.193684
Dimere Primary School,PRI,Western Equatoria,Mvolo,6.84119,30.75797
Adeesa Girls Community Boarding School,PRI,Western Equatoria,Tambura,5.520666615,27.46683438
St. Timothys Primary,PRI,Western Equatoria,Nzara,4.6573817,28.2566353
Digala Basic School,PRI,Central Equatoria,Juba,4.698508,31.293958
Deggi Primary School,PRI,Central Equatoria,Kajo-Keji,3.777867,31.619783
Midigo III Primary School,PRI,Central Equatoria,Morobo,3.686521259,30.81149592
Dawa Girls primary,PRI,Upper Nile,Renk,11.544917,32.979618
Dogerering Primary School,PRI,Western Equatoria,Mvolo,6.84117,30.75795
Dhiak Primary School,PRI,Northern Bahr el Ghazal,Aweil East,8.921217,27.700783
Adhodhic Primary School,PRI,Lakes,Cueibet,6.963525,29.380016
Adheeth Primary School,PRI,Lakes,Cueibet,7.207433,29.274166
Dhian-Agal Primary School,PRI,Warrap,Twic,9.155249923,28.02942154
Dhikou Primary,PRI,Western Bahr el Ghazal,Jur River,7.7781025,28.0818325
Dhangrial Primary School,PRI,Warrap,Twic,9.092392105,28.31931411
Adhotich Primary School,PRI,Northern Bahr el Ghazal,Aweil West,8.708375,27.2887345
Udhum Secondary,SEC,Northern Bahr el Ghazal,Aweil West,8.6402566,27.2525764
Magar-Thon Primary school,PRI,Warrap,Twic,9.155249923,28.02942154
Idali Primary School,PRI,Eastern Equatoria,Lafon,4.7079,32.686783
Idimare Primary School,PRI,Eastern Equatoria,Ikotos,4.288104125,33.13794413
Dr John Garang Primary School,PRI,Western Bahr el Ghazal,Raja,8.475834667,25.55363042
Dang Jop Primary School,PRI,Jonglei,Akobo,7.874908958,32.73703583
Diko Primary School,PRI,Western Equatoria,Mundri West,5.3743241,30.27476595
Dokorimbere Primary School,PRI,Western Equatoria,Mvolo,6.84118,30.757959
Dok Kul Primary School,PRI,Northern Bahr el Ghazal,Aweil South,8.72693,27.858101
Dokul Primary School,PRI,Northern Bahr el Ghazal,Aweil East,9.363738833,27.65452483
Dokoch Primary School,PRI,Eastern Equatoria,Budi,4.384568525,32.86773956
Dakriang Primary School,PRI,Jonglei,Uror (Wunror),8.223117,32.039799
Ondaku Primary School,PRI,Central Equatoria,Morobo,3.713433375,30.63307288
Dalaliek Primary School,PRI,Warrap,Gogrial East,8.213988071,28.29979786
Delebe Primary,PRI,Western Bahr el Ghazal,Raja,8.4631,24.801683
Dulo Primary School,PRI,Lakes,Wulu,6.797332216,29.99964754
Dulo Primary School,PRI,Western Equatoria,Mvolo,6.84121,30.7579895
Duol Primary School,PRI,Jonglei,Uror (Wunror),8.11065,31.962317
Dilule Primary School,PRI,Jonglei,Akobo,7.8605,33.002785
Model Primary School,PRI,Warrap,Tonj South,7.212461167,28.65363917
I.D.P.S Jaac Primary School,PRI,Northern Bahr el Ghazal,Aweil North,9.13580585,27.25816525
Duliet-Aduany primary,PRI,Warrap,Tonj North,8.243413833,28.875333
Duk Luol Primary School,PRI,Jonglei,Twic East,6.8316,31.461
Damagia Primary,PRI,Western Bahr el Ghazal,Jur River,7.298895286,28.38646386
Dimma Primary School,PRI,Jonglei,Akobo,7.767217,33.023933
Domdeng Primary School,PRI,Warrap,Tonj South,7.300533,32.805935
Dumak Primary,PRI,Eastern Equatoria,Torit,4.4061983,32.575492
Dimjlap,PRI,Western Bahr el Ghazal,Raja,8.481717,25.322483
Domuloto Primary School,PRI,Lakes,Wulu,6.797332216,29.99964754
Domeri Primary School,PRI,Western Equatoria,Mvolo,6.84115,30.757931
Lodamu Primary School,PRI,Eastern Equatoria,Ikotos,4.287883333,33.18261233
Dang Primary School,PRI,Northern Bahr el Ghazal,Aweil East,9.040316667,27.6637245
Dangacak Primary,PRI,Western Bahr el Ghazal,Jur River,7.303117,28.277933
Dengluoth Primary School,PRI,Unity,Mayiandit,8.331,30.0433915
Deng Nhial Primary School,PRI,Warrap,Tonj South,7.212461167,28.65363917
Dingapa Primary,PRI,Western Equatoria,Nzara,4.5979,28.187416
Dona Primary School,PRI,Western Equatoria,Yambio,4.628133,28.441
Dong Primary,PRI,Jonglei,Twic East,7.253628,31.393933
Don Bosco Secondary School,SEC,Warrap,Tonj South,7.3075,28.7107165
Dongabal Primary School,PRI,Northern Bahr el Ghazal,Aweil Centre,8.7271,27.373466
Dongic Primary School,PRI,Lakes,Rumbek East,6.49055,29.957951
Dongoda Primary School,PRI,Central Equatoria,Yei River,4.139933,30.655251
Dongoda Primary School,PRI,Central Equatoria,Morobo,3.828363833,30.722275
Dongoro Primary School,PRI,Central Equatoria,Lainya,4.3364875,31.1230375
Donyireki Primary School,PRI,Western Equatoria,Mvolo,6.8412,30.75798
Denyic Primary School,PRI,Northern Bahr el Ghazal,Aweil East,9.082783,27.745632
Duong Primary School,PRI,Unity,Panyinjiar,7.77895,30.117933
Door of Hope Primary School,PRI,Central Equatoria,Kajo-Keji,3.898199273,31.62598939
Dorowa Community Primary School,PRI,Western Equatoria,Mundri East,5.665597167,30.65709183
Marol Madhan Primary school,PRI,Northern Bahr el Ghazal,Aweil West,8.70836,27.288719
Odorio Primary School,PRI,Eastern Equatoria,Torit,4.411795,32.6270445
Dor peace Girl Primary School,PRI,Warrap,Gogrial West,8.58682925,28.12137525
Dhuordong Priary School,PRI,Unity,Panyinjiar,7.450267,30.283434
Dimo 1 Primary School,PRI,Central Equatoria,Lainya,4.234767,30.691549
Daraja Secondary,SEC,Western Bahr el Ghazal,Wau,7.950166207,28.06916507
Adoor Primary,PRI,Northern Bahr el Ghazal,Aweil East,9.2072083,27.7017518
Daar Primary School,PRI,Unity,Leer,8.352,30.18465
Adirdir Primary School,PRI,Lakes,Rumbek East,6.60598775,29.78997125
Dari Primary School,PRI,Western Equatoria,Mvolo,6.8412,30.757982
Derbaidit Primary School,PRI,Lakes,Cueibet,6.9879585,29.327592
Dereto Primary School,PRI,Eastern Equatoria,Magwi,3.831602833,31.958733
Dor Primary School,PRI,Lakes,Awerial,6.1124,31.21310533
Doroh Primary School,PRI,Western Equatoria,Mundri East,5.201333,30.55835
Dorok Primary School,PRI,Jonglei,Duk,7.7104,31.344075
Dr John Garang A Primary School,PRI,Unity,Ruweng,9.917277833,29.98103933
Diror Primary School,PRI,Jonglei,Akobo,8.091983,32.391449
Dr. John Garang Girls Primary,PRI,Western Bahr el Ghazal,Wau,9.0404,28.288933
Dr. John Garang Bilpham Primary School,PRI,Central Equatoria,Juba,4.9349,30.587566
Dr. John Garang Memorial Primary School,PRI,Northern Bahr el Ghazal,Aweil Centre,8.6901,26.846832
Dr. John Garang Memorial Secondary School,SEC,Central Equatoria,Juba,4.905617,33.463032
Dr. John Garang Primary School,PRI,Northern Bahr el Ghazal,Aweil Town,8.769628,27.39880567
Dr. John Garang Sec. School,SEC,Jonglei,Twic East,7.4321195,31.3767055
Dr. John Garang Secondary,SEC,Eastern Equatoria,Torit,4.409567,32.569599
Dream Primary School,PRI,Central Equatoria,Yei River,4.517129816,30.60963066
Dimtama 1 Basic School,PRI,Upper Nile,Malut,10.0911,32.352299
Doro Basic Shool,PRI,Upper Nile,Maban,9.9587,33.929016
Doronj Secondary School,SEC,Jonglei,Bor,6.499701435,31.04911048
Day Star Primary School,PRI,Western Equatoria,Yambio,4.572067,28.426533
Donbosco sub primary school,PRI,Western Equatoria,Ibba,4.857433333,29.27192767
Day Star Academy Secondary School,SEC,Central Equatoria,Yei River,10.4285,32.250648
Adet,PRI,Western Bahr el Ghazal,Jur River,8.007211111,27.73421689
Dotiraba Primary School,PRI,Western Equatoria,Mvolo,6.84115,30.757931
Doteku Primary,PRI,Lakes,Wulu,6.797332216,29.99964754
Diatoro Primary School,PRI,Western Equatoria,Yambio,4.552,28.359367
Ditto Primary School,PRI,Eastern Equatoria,Ikotos,4.288104125,33.13794413
Dubier Primary School,PRI,Unity,Mayom,9.088242429,29.14095971
Ududra Primary School,PRI,Central Equatoria,Morobo,3.6571,30.755117
Aduel Primary,PRI,Lakes,Rumbek East,6.513607143,29.86474057
Duk Mayen,PRI,Jonglei,Bor,6.558361167,31.53309683
Dhur United Primary,PRI,Lakes,Cueibet,6.849517,29.225967
Dari Primary School,PRI,Central Equatoria,Terekeka,5.8202,30.916401
Adventist Primary,PRI,Central Equatoria,Morobo,3.713572167,30.94429167
Nyori II Primary School,PRI,Central Equatoria,Morobo,3.676333,30.83485
DWANI Primary School,PRI,Central Equatoria,Kajo-Keji,3.803233,31.698982
Warperdit Primary,PRI,Northern Bahr el Ghazal,Aweil North,9.180385,26.94400482
